source_table,source_record_id,issue_type,issue_category,severity,issue_description,raw_value,suggested_action,created_at,resolution_path,review_status,assigned_to,review_notes,resolved_at,exception_title
raw.fuel_transactions_raw,FT-0001854,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 24884.00; Current: 20144.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001854
raw.fuel_transactions_raw,FT-0004658,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 26858.00; Current: 26339.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004658
raw.fuel_transactions_raw,FT-0002463,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 26339.00; Current: 23531.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002463
raw.fuel_transactions_raw,FT-0001448,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 23531.00; Current: 18591.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001448
raw.fuel_transactions_raw,FT-0002248,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 26661.00; Current: 22544.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002248
raw.fuel_transactions_raw,FT-0003868,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 32458.00; Current: 32149.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003868
raw.fuel_transactions_raw,FT-0002831,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 35790.00; Current: 29484.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002831
raw.fuel_transactions_raw,FT-0000562,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 29484.00; Current: 26570.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000562
raw.fuel_transactions_raw,FT-0003777,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 36394.00; Current: 32038.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003777
raw.fuel_transactions_raw,FT-0000274,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 32038.00; Current: 26429.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000274
raw.fuel_transactions_raw,FT-0005073,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 35189.00; Current: 34682.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0005073
raw.fuel_transactions_raw,FT-0003211,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 37358.00; Current: 30616.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003211
raw.fuel_transactions_raw,FT-0002535,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 30616.00; Current: 28735.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002535
raw.fuel_transactions_raw,FT-0003264,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 18012.00; Current: 13828.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003264
raw.fuel_transactions_raw,FT-0003032,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 20737.00; Current: 13585.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003032
raw.fuel_transactions_raw,FT-0004502,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 19557.00; Current: 16651.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004502
raw.fuel_transactions_raw,FT-0001766,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 22084.00; Current: 12660.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001766
raw.fuel_transactions_raw,FT-0000107,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 12660.00; Current: 10547.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000107
raw.fuel_transactions_raw,FT-0006055,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 21753.00; Current: 18932.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0006055
raw.fuel_transactions_raw,FT-0004313,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 18932.00; Current: 15841.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004313
raw.fuel_transactions_raw,FT-0004004,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 15841.00; Current: 15285.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004004
raw.fuel_transactions_raw,FT-0001879,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 18540.00; Current: 16971.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001879
raw.fuel_transactions_raw,FT-0007049,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 27626.00; Current: 25987.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0007049
raw.fuel_transactions_raw,FT-0006945,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 26777.00; Current: 25944.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0006945
raw.fuel_transactions_raw,FT-0004317,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 25944.00; Current: 23514.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004317
raw.fuel_transactions_raw,FT-0002275,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 23514.00; Current: 17220.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002275
raw.fuel_transactions_raw,FT-0001631,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 21542.00; Current: 16531.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001631
raw.fuel_transactions_raw,FT-0003115,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 26766.00; Current: 20231.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003115
raw.fuel_transactions_raw,FT-0000297,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 25491.00; Current: 16218.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000297
raw.fuel_transactions_raw,FT-0002697,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 23596.00; Current: 19498.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002697
raw.fuel_transactions_raw,FT-0004007,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 28243.00; Current: 22920.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004007
raw.fuel_transactions_raw,FT-0000918,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 22920.00; Current: 16283.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000918
raw.fuel_transactions_raw,FT-0001268,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 45417.00; Current: 34916.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001268
raw.fuel_transactions_raw,FT-0000465,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 48015.00; Current: 34530.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000465
raw.fuel_transactions_raw,FT-0001586,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 47644.00; Current: 35255.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001586
raw.fuel_transactions_raw,FT-0001870,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 39491.00; Current: 35797.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001870
raw.fuel_transactions_raw,FT-0005263,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 43053.00; Current: 40319.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0005263
raw.fuel_transactions_raw,FT-0002566,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 40319.00; Current: 36207.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002566
raw.fuel_transactions_raw,FT-0005545,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 48693.00; Current: 41009.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0005545
raw.fuel_transactions_raw,FT-0003793,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 43955.00; Current: 38511.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003793
raw.fuel_transactions_raw,FT-0006094,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 47245.00; Current: 45094.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0006094
raw.fuel_transactions_raw,FT-0002942,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 45094.00; Current: 36584.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002942
raw.fuel_transactions_raw,FT-0001103,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 22429.00; Current: 18866.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001103
raw.fuel_transactions_raw,FT-0005361,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 24252.00; Current: 22869.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0005361
raw.fuel_transactions_raw,FT-0004091,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 24608.00; Current: 21839.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004091
raw.fuel_transactions_raw,FT-0002096,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 21839.00; Current: 20067.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002096
raw.fuel_transactions_raw,FT-0002474,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34628.00; Current: 30465.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002474
raw.fuel_transactions_raw,FT-0004683,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34098.00; Current: 32580.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004683
raw.fuel_transactions_raw,FT-0000685,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 37138.00; Current: 25344.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000685
raw.fuel_transactions_raw,FT-0003302,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34024.00; Current: 30540.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003302
raw.fuel_transactions_raw,FT-0001539,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 30540.00; Current: 26129.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001539
raw.fuel_transactions_raw,FT-0000773,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 26129.00; Current: 26012.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000773
raw.fuel_transactions_raw,FT-0003939,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34789.00; Current: 31136.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003939
raw.fuel_transactions_raw,FT-0002283,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 35754.00; Current: 28393.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002283
raw.fuel_transactions_raw,FT-0002173,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34207.00; Current: 27604.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002173
raw.fuel_transactions_raw,FT-0007246,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 39836.00; Current: 39491.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0007246
raw.fuel_transactions_raw,FT-0004537,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 39491.00; Current: 32593.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004537
raw.fuel_transactions_raw,FT-0000222,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 32593.00; Current: 19713.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000222
raw.fuel_transactions_raw,FT-0000979,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 33341.00; Current: 20830.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000979
raw.fuel_transactions_raw,FT-0003351,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34956.00; Current: 27925.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003351
raw.fuel_transactions_raw,FT-0000726,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34341.00; Current: 20498.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000726
raw.fuel_transactions_raw,FT-0003458,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 38608.00; Current: 28853.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003458
raw.fuel_transactions_raw,FT-0001970,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 28853.00; Current: 22583.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001970
raw.fuel_transactions_raw,FT-0000275,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 22583.00; Current: 20311.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000275
raw.fuel_transactions_raw,FT-0002847,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 27266.00; Current: 24337.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002847
raw.fuel_transactions_raw,FT-0002302,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 36273.00; Current: 23350.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002302
raw.fuel_transactions_raw,FT-0000206,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 23350.00; Current: 18922.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000206
raw.fuel_transactions_raw,FT-0003505,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 37783.00; Current: 29243.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0003505
raw.fuel_transactions_raw,FT-0004271,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 34788.00; Current: 32321.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004271
raw.fuel_transactions_raw,FT-0002076,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 41896.00; Current: 35800.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0002076
raw.fuel_transactions_raw,FT-0004427,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 39810.00; Current: 38806.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0004427
raw.fuel_transactions_raw,FT-0001740,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 38806.00; Current: 35109.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0001740
raw.fuel_transactions_raw,FT-0000802,Backward odometer reading,Sequence Validation,Medium,Odometer reading is lower than the previous odometer reading for the same asset.,Previous: 35109.00; Current: 33356.00,"Review transaction ordering, vehicle assignment, odometer entry, or unit mismatch before using for mileage progression.",2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Backward odometer reading | raw.fuel_transactions_raw | FT-0000802
